353,84,51
352,84,51
350,83,51
352,84,52
351,82,51
350,83,52
350,83,51
352,85,51
353,84,51
353,84,51
353,85,52
351,82,51
352,85,52
352,83,49
354,86,52
350,83,51
351,83,51
357,84,50
354,85,52
348,88,54
352,90,54
351,84,52
352,83,51
