13,22,5
15,22,5
12,21,4
13,22,6
13,21,4
14,23,5
14,21,5
14,22,5
14,22,5
15,22,5
15,22,4
14,22,5
13,21,4
15,22,5
15,23,6
13,20,5
16,24,6
15,22,5
15,23,5
13,21,4
14,22,5
13,22,5
13,21,4
14,22,5
14,24,5
15,24,5
