47,33,7
49,35,8
49,35,9
46,32,8
49,34,7
47,34,8
49,35,8
46,32,6
48,33,8
49,35,9
47,33,8
47,32,8
49,35,7
50,34,8
47,33,6
49,34,8
48,33,7
48,34,9
48,33,7
47,33,8
48,33,7
48,34,9
49,34,8
49,34,8
47,32,6
