5,7,13
5,8,13
4,5,14
5,7,15
5,7,14
3,5,14
6,7,15
5,6,15
5,6,14
5,8,15
5,6,14
3,5,13
4,6,14
5,6,14
5,7,16
4,5,14
5,7,15
3,7,14
4,7,15
4,5,14
3,5,15
5,7,15
5,9,14
6,6,14
5,6,15
3,5,14
4,5,13
